LIB_ID,SGD_DB_ID,SYS_ID,GENE_SYM,NAME,PHENOTYPE,DESCRIPTION
ATG17,S000004415,YLR423C,ATG17,AuTophaGy related,"Non-essential gene; null mutant is defective in autophagy, mitophagy and pexophagy; shows slow growth rate, decreased lifespan and sensitivity to nitrogen starvation
","Scaffold protein responsible for phagophore assembly site organization; regulatory subunit of an autophagy-specific complex that includes Atg1p and Atg13p; stimulates Atg1p kinase activity; human ortholog RB1CC1/FIP200 interacts with p53, which inhibits autophagy in human cells"
ATM1,S000004916,YMR301C,ATM1,"ABC Transporter, Mitochondrial","Null mutants are inviable under standard aerobic conditions, viable but slow-growing under anaerobic conditions; null mutant cells accumulate glutathione disulfide, and mitochondria contain increased levels of free iron; heterozygous diploid nulls are haploinsufficient, sensitive to starvation and to the Sir2 histone deacetylase inhibitor tenovin-6; reduced function mutants show increased competitive fitness and chromosome instability
",Mitochondrial inner membrane ATP-binding cassette (ABC) transporter; exports mitochondrially synthesized precursors of iron-sulfur (Fe/S) clusters to the cytosol; human homolog ABCB7 can complement yeast null mutant
ATP1,S000000195,YBL099W,ATP1,ATP synthase,"Non-essential gene; null mutant has a decreased growth rate on rich medium, a severe respiratory growth defect, a decreased ability to utilize various nitrogen sources, decreased competitive fitness on a variety of media and decreased starvation resistance; null mutant has a reduced cell size; null mutant displays a reduced survival rate in stationary phase and decreased glycogen accumulation; null mutant has a reduced chronological lifespan (CLS), while gain-of-function mutants have increased CLS; null mutant has an elevated dietary restriction-induced replicative lifespan extension; null mutant has decreased resistance to acid and alkaline pH, desiccation and innate thermotolerance
","Alpha subunit of the F1 sector of mitochondrial F1F0 ATP synthase; which is a large, evolutionarily conserved enzyme complex required for ATP synthesis; F1 translationally regulates ATP6 and ATP8 expression to achieve a balanced output of ATP synthase genes encoded in nucleus and mitochondria; phosphorylated; N-terminally propionylated in vivo"
ATP10,S000004385,YLR393W,ATP10,ATP synthase,"Non-essential gene; null mutant is incapable of respiratory growth on non-fermentable carbon sources; null mutant also shows decreased rate of vegetative growth (""petite"" phenotype), no sporulation, and reduced autophagy
",Assembly factor for the F0 sector of mitochondrial F1F0 ATP synthase; mitochondrial inner membrane protein; interacts genetically with ATP6
ATP11,S000005259,YNL315C,ATP11,ATP synthase,"Non-essential gene; null mutant is incapable of respiratory growth on non-fermentable carbon source and shows no sporulation, increased sensitivity to starvation and oxidative stress, increased resistance to benomyl and caffeine, and decreased resistance to ethanol, MMS, neomycin, streptomycin
",Molecular chaperone; required for the assembly of alpha and beta subunits into the F1 sector of mitochondrial F1F0 ATP synthase; N-terminally propionylated in vivo
ATP12,S000003716,YJL180C,ATP12,ATP synthase,"Non-essential gene; null mutant has a severe respiratory growth defect, decreased rate of vegetative growth, decreased utilization of various carbon and nitrogen sources; null mutant has a reduced cell size, displays decreased resistance to heat, manganese, freeze-thaw and oxidative stress; null mutant is petite-negative, displays decreased mitophagy, decreased chronological lifespan, decreased glycogen accumulation, abnormal mitochondrial morphology, and elevated rates of mini-chromosome loss
",Assembly factor for F1 sector of mitochondrial F1F0 ATP synthase; conserved protein; required for assembly of alpha and beta subunits into F1 sector of mitochondrial F1F0 ATP synthase; human homolog ATPAF2 can complement yeast atp12 mutant; mutation of human homolog reduces active ATP synthase levels and is associated with the disorder ATPAF2 deficiency
ATP14,S000004286,YLR295C,ATP14,ATP synthase,"Non-essential gene; null mutant is incapable of respiratory growth on non-fermentable carbon source and shows no sporulation, abnormal mitochondrial morphology and increased frequency of mitochondrial genome loss (rho- mutations); in systematic studies null mutant shows reduced competitive fitness; in Sigma1278b null mutant shows greatly decreased filamentous growth
","Subunit h of the F0 sector of mitochondrial F1F0 ATP synthase; F1F0 ATP synthase is a large, evolutionarily conserved enzyme complex required for ATP synthesis; protein abundance increases in response to DNA replication stress"
ATP15,S000006192,YPL271W,ATP15,ATP synthase,"Non-essential gene; null mutant is unable to grow on non-fermentable carbon sources, indicating respiratory growth defect; in systematic studies null mutants are sensitive to Congo Red, MMS, rapamycin, but resistant to miconazole, and show reduced competitive fitness
","Epsilon subunit of the F1 sector of mitochondrial F1F0 ATP synthase; which is a large, evolutionarily conserved enzyme complex required for ATP synthesis; F1 translationally regulates ATP6 and ATP8 expression to achieve a balanced output of ATP synthase genes encoded in nucleus and mitochondria; phosphorylated"
ATP16,S000002162,YDL004W,ATP16,ATP synthase,"Non-essential gene; null mutation causes ""petite"" phenotype - slow growth on glucose and no growth with non-fermentable carbon sources, indicating respiratory deficiency; null mutant also shows increased frequency of mitochondrial genome loss (rho- mutations)
","Delta subunit of the central stalk of mitochondrial F1F0 ATP synthase; F1F0 ATP synthase is a large, evolutionarily conserved enzyme complex required for ATP synthesis; F1 translationally regulates ATP6 and ATP8 expression to achieve a balanced output of ATP synthase genes encoded in nucleus and mitochondria; phosphorylated"
ATP17,S000002785,YDR377W,ATP17,ATP synthase,"Non-essential gene; null mutation causes ""petite"" phenotype - slow growth on glucose and no growth with non-fermentable carbon sources, indicating respiratory deficiency; null mutant also shows increased frequency of mitochondrial genome loss (rho- mutations) and increased number of peroxisomes
","Subunit f of the F0 sector of mitochondrial F1F0 ATP synthase; F1F0 ATP synthase is a large, evolutionarily conserved enzyme complex required for ATP synthesis"
ATP18,S000007247,YML081C-A,ATP18,ATP synthase,"Non-essential gene; null mutation causes ""petite"" phenotype - slow growth on glucose and no growth with non-fermentable carbon sources, indicating respiratory deficiency; null mutant also shows increased frequency of mitochondrial genome loss (rho- mutations)
","Subunit of the mitochondrial F1F0 ATP synthase; F1F0 ATP synthase is a large, evolutionarily conserved enzyme complex required for ATP synthesis; termed subunit I or subunit j; does not correspond to known ATP synthase subunits in other organisms"
ATP2,S000003882,YJR121W,ATP2,ATP synthase,"Non-essential gene, but heterozygous diploid shows haploinsufficiency; null mutant is temperature sensitive, petite-negative, has a decreased rate of survival in stationary phase, a glycogen accumulation defect, decreased starvation resistance, a respiratory growth defect and decreased resistance to desiccation and oxidative stress; null mutant has a competitive fitness defect in various media and abnormal mitochondrial and vacuolar morphologies
","Beta subunit of the F1 sector of mitochondrial F1F0 ATP synthase; which is a large, evolutionarily conserved enzyme complex required for ATP synthesis; F1 translationally regulates ATP6 and ATP8 expression to achieve a balanced output of ATP synthase genes encoded in nucleus and mitochondria; phosphorylated"
ATP22,S000002758,YDR350C,ATP22,ATPase synthase,"Non-essential gene; null mutation causes ""petite"" phenotype - slow growth on glucose and no growth with non-fermentable carbon sources, indicating respiratory deficiency; null mutant also shows increased frequency of mitochondrial genome loss (rho- mutations); in systematic studies null mutants are sensitive to caspofungin, Congo Red, hydroxyurea
",Specific translational activator for the mitochondrial ATP6 mRNA; Atp6p encodes a subunit of F1F0 ATP synthase; localized to the mitochondrial inner membrane
ATP23,S000005303,YNR020C,ATP23,,"Non-essential gene; null mutation causes ""petite"" phenotype - slow growth on glucose and no growth with non-fermentable carbon sources, indicating respiratory deficiency; in systematic studies null mutants are sensitive to starvation and desiccation, and to ethanol and neomycin
","Putative metalloprotease of the mitochondrial inner membrane; required for processing of Atp6p; has an additional role in assembly of the F0 sector of the F1F0 ATP synthase complex; substrate of the Mia40p-Erv1p disulfide relay system, and folding is assisted by Mia40p"
ATP25,S000004704,YMR098C,ATP25,ATPase,"Non-essential gene; null mutation causes ""petite"" phenotype - slow growth on glucose and no growth with non-fermentable carbon sources, indicating respiratory deficiency; null mutant also shows increased frequency of mitochondrial genome loss (rho- mutations); in systematic studies null mutants are sensitive to ethanol and palmitoleate, but resistant to miconazole and edelfosine; overexpression in Sigma1278b causes increased invasive growth
",Mitochondrial protein required for the stability of Oli1p (Atp9p) mRNA; also required for the Oli1p ring formation; YMR098C is not an essential gene
